elite_size,best_distance,worst_distance,mean_distance,std_distance,mode_generations,mean_generations,mean_seconds,acceptable_success_rate,improvement_over_random_percent
0,506.837765624095,611.2587254822738,547.2376400815564,22.619543190061602,16,163.63,0.62204347900024,1.0,36.83708405458595
5,515.3429241505015,622.3763652388859,575.1165794638177,21.733114066960272,21,156.2,0.5541308390000995,1.0,33.619258788424375
